[1] Полевая кухня: Лесный кусок -> Лесный кусок x2 | Станция: kitchen | Уровень: 1 | Нужно: Вода x2, Малина x1
[504] Лисья алхимия: Теневая эссенция -> Теневая эссенция x2 | Станция: alchemy | Уровень: 5 | Нужно: Лёгкая сыворотка x1, Сырой камень x2, Теневой кусок x1
[505] Лисья алхимия: Малая микстура жизни -> Малая микстура жизни x2 | Станция: alchemy | Уровень: 5 | Нужно: Твёрдая эссенция x1, Крепкий корень x2, Янтарный рулет x1
[506] Лисья алхимия: Большая настойка -> Большая настойка x2 | Станция: alchemy | Уровень: 5 | Нужно: Удачливая капсула x1, Сухой лист x2, Лесный пирог x1
[507] Лисья алхимия: Яростная эссенция -> Яростная эссенция x2 | Станция: alchemy | Уровень: 5 | Нужно: Теневая микстура жизни x1, Тонкий слиток x2, Дымная похлёбка x1
[508] Лисья алхимия: Твёрдая микстура жизни -> Твёрдая микстура жизни x2 | Станция: alchemy | Уровень: 6 | Нужно: Временная микстура энергии x1, Шероховатый клык x2, Пряный шашлык x1
[509] Лисья алхимия: Теневая настойка -> Теневая настойка x2 | Станция: alchemy | Уровень: 6 | Нужно: Малая настойка x1, Чистый кристалл x2, Сочный сок x1
[510] Лисья алхимия: Малая эссенция -> Малая эссенция x2 | Станция: alchemy | Уровень: 6 | Нужно: Средняя сыворотка x1, Лунная пластина x2, Тёплый кусок x1
[511] Лисья алхимия: Большая микстура жизни -> Большая микстура жизни x2 | Станция: alchemy | Уровень: 6 | Нужно: Большая эссенция x1, Янтарный шкура x2, Ягодный рулет x1
[512] Лисья алхимия: Яростная настойка -> Яростная настойка x2 | Станция: alchemy | Уровень: 6 | Нужно: Точная капсула x1, Буревой нить x2, Грибной пирог x1
[513] Лисья алхимия: Твёрдая эссенция -> Твёрдая эссенция x2 | Станция: alchemy | Уровень: 6 | Нужно: Яростная микстура жизни x1, Дикяя пыль x2, Речная похлёбка x1
[514] Лисья алхимия: Теневая микстура жизни -> Теневая микстура жизни x2 | Станция: alchemy | Уровень: 7 | Нужно: Лёгкая микстура энергии x1, Сырой камень x2, Теневой шашлык x1
[515] Лисья алхимия: Малая настойка -> Малая настойка x2 | Станция: alchemy | Уровень: 7 | Нужно: Твёрдая настойка x1, Крепкий корень x2, Янтарный сок x1
[516] Лисья алхимия: Большая эссенция -> Большая эссенция x2 | Станция: alchemy | Уровень: 7 | Нужно: Удачливая сыворотка x1, Сухой лист x2, Лесный кусок x1
[517] Лисья алхимия: Яростная микстура жизни -> Яростная микстура жизни x2 | Станция: alchemy | Уровень: 7 | Нужно: Теневая эссенция x1, Тонкий слиток x2, Дымный рулет x1
[518] Лисья алхимия: Твёрдая настойка -> Твёрдая настойка x2 | Станция: alchemy | Уровень: 7 | Нужно: Временная капсула x1, Шероховатый клык x2, Пряный пирог x1
[519] Лисья алхимия: Теневая эссенция -> Теневая эссенция x2 | Станция: alchemy | Уровень: 7 | Нужно: Малая микстура жизни x1, Чистый кристалл x2, Сочная похлёбка x1
[520] Кузница стаи: Яростный шлем -> Яростный шлем x1 | Станция: forge | Уровень: 10 | Нужно: Яростный шлем x1, Кристалл x3, Удачливая микстура энергии x1, Старинный чертёж #3 x1
[521] Кузница стаи: Стальной доспех -> Стальной доспех x1 | Станция: forge | Уровень: 10 | Нужно: Стальной доспех x1, Клык x3, Теневая настойка x1, Охотничий манускрипт #4 x1
[522] Кузница стаи: Скалистые наручи -> Скалистые наручи x1 | Станция: forge | Уровень: 11 | Нужно: Скалистые наручи x1, Толстая шкура x3, Временная сыворотка x1, Кузнечный кодекс #5 x1
[523] Кузница стаи: Ловкие поножи -> Ловкие поножи x1 | Станция: forge | Уровень: 11 | Нужно: Ловкие поножи x1, Сталь x3, Малая эссенция x1, Алхимический рецепт #6 x1
[524] Кузница стаи: Тотемный амулет -> Тотемный амулет x1 | Станция: forge | Уровень: 12 | Нужно: Тотемный амулет x1, Янтарь x3, Средняя капсула x1, Лунный свиток рецепта #7 x1
[525] Кузница стаи: Охотничий шлем -> Охотничий шлем x1 | Станция: forge | Уровень: 12 | Нужно: Охотничий шлем x1, Лунная пыль x3, Большая микстура жизни x1, Буревой чертёж #8 x1
[526] Кузница стаи: Боевой доспех -> Боевой доспех x1 | Станция: forge | Уровень: 13 | Нужно: Боевой доспех x1, Пластина титана x3, Точная микстура энергии x1, Тотемный манускрипт #9 x1
[527] Кузница стаи: Теневые наручи -> Теневые наручи x1 | Станция: forge | Уровень: 13 | Нужно: Теневые наручи x1, Сердце бури x3, Яростная настойка x1, Тайный кодекс #10 x1
[528] Кузница стаи: Грозовые поножи -> Грозовые поножи x1 | Станция: forge | Уровень: 14 | Нужно: Грозовые поножи x1, Слеза луны x3, Лёгкая сыворотка x1, Черновой рецепт #11 x1
[529] Кузница стаи: Лунный амулет -> Лунный амулет x1 | Станция: forge | Уровень: 14 | Нужно: Лунный амулет x1, Сырой камень x3, Твёрдая эссенция x1, Редкий свиток рецепта #12 x1
[530] Кузница стаи: Яростный шлем -> Яростный шлем x1 | Станция: forge | Уровень: 15 | Нужно: Яростный шлем x1, Крепкий корень x3, Удачливая капсула x1, Старинный чертёж #13 x1
[531] Кузница стаи: Стальной доспех -> Стальной доспех x1 | Станция: forge | Уровень: 15 | Нужно: Стальной доспех x1, Сухой лист x3, Теневая микстура жизни x1, Охотничий манускрипт #14 x1
[532] Кузница стаи: Скалистые наручи -> Скалистые наручи x1 | Станция: forge | Уровень: 16 | Нужно: Скалистые наручи x1, Тонкий слиток x3, Временная микстура энергии x1, Кузнечный кодекс #15 x1
[533] Кузница стаи: Ловкие поножи -> Ловкие поножи x1 | Станция: forge | Уровень: 16 | Нужно: Ловкие поножи x1, Шероховатый клык x3, Малая настойка x1, Алхимический рецепт #16 x1
[534] Кузница стаи: Тотемный амулет -> Тотемный амулет x1 | Станция: forge | Уровень: 17 | Нужно: Тотемный амулет x1, Чистый кристалл x3, Средняя сыворотка x1, Лунный свиток рецепта #17 x1
[535] Кузница стаи: Охотничий шлем -> Охотничий шлем x1 | Станция: forge | Уровень: 17 | Нужно: Охотничий шлем x1, Лунная пластина x3, Большая эссенция x1, Буревой чертёж #18 x1
[536] Кузница стаи: Боевой доспех -> Боевой доспех x1 | Станция: forge | Уровень: 18 | Нужно: Боевой доспех x1, Янтарный шкура x3, Точная капсула x1, Тотемный манускрипт #19 x1
[537] Кузница стаи: Теневые наручи -> Теневые наручи x1 | Станция: forge | Уровень: 18 | Нужно: Теневые наручи x1, Буревой нить x3, Яростная микстура жизни x1, Тайный кодекс #20 x1
[538] Кузница стаи: Грозовые поножи -> Грозовые поножи x1 | Станция: forge | Уровень: 19 | Нужно: Грозовые поножи x1, Дикяя пыль x3, Лёгкая микстура энергии x1, Черновой рецепт #21 x1
[539] Кузница стаи: Лунный амулет -> Лунный амулет x1 | Станция: forge | Уровень: 19 | Нужно: Лунный амулет x1, Сырой камень x3, Твёрдая настойка x1, Редкий свиток рецепта #22 x1
[540] Кузница стаи: Яростный шлем -> Яростный шлем x1 | Станция: forge | Уровень: 20 | Нужно: Яростный шлем x1, Крепкий корень x3, Удачливая сыворотка x1, Старинный чертёж #23 x1
[541] Кузница стаи: Стальной доспех -> Стальной доспех x1 | Станция: forge | Уровень: 20 | Нужно: Стальной доспех x1, Сухой лист x3, Теневая эссенция x1, Охотничий манускрипт #24 x1
[542] Кузница стаи: Скалистые наручи -> Скалистые наручи x1 | Станция: forge | Уровень: 21 | Нужно: Скалистые наручи x1, Тонкий слиток x3, Временная капсула x1, Кузнечный кодекс #25 x1
[543] Кузница стаи: Ловкие поножи -> Ловкие поножи x1 | Станция: forge | Уровень: 21 | Нужно: Ловкие поножи x1, Шероховатый клык x3, Малая микстура жизни x1, Алхимический рецепт #26 x1
[544] Кузница стаи: Тотемный амулет -> Тотемный амулет x1 | Станция: forge | Уровень: 22 | Нужно: Тотемный амулет x1, Чистый кристалл x3, Средняя микстура энергии x1, Лунный свиток рецепта #27 x1
[545] Кузница стаи: Охотничий шлем -> Охотничий шлем x1 | Станция: forge | Уровень: 22 | Нужно: Охотничий шлем x1, Лунная пластина x3, Большая настойка x1, Буревой чертёж #28 x1
[546] Кузница стаи: Боевой доспех -> Боевой доспех x1 | Станция: forge | Уровень: 23 | Нужно: Боевой доспех x1, Янтарный шкура x3, Точная сыворотка x1, Тотемный манускрипт #29 x1
[547] Кузница стаи: Теневые наручи -> Теневые наручи x1 | Станция: forge | Уровень: 23 | Нужно: Теневые наручи x1, Буревой нить x3, Яростная эссенция x1, Тайный кодекс #30 x1
[548] Кузница стаи: Грозовые поножи -> Грозовые поножи x1 | Станция: forge | Уровень: 24 | Нужно: Грозовые поножи x1, Дикяя пыль x3, Лёгкая капсула x1, Черновой рецепт #31 x1
[549] Кузница стаи: Лунный амулет -> Лунный амулет x1 | Станция: forge | Уровень: 24 | Нужно: Лунный амулет x1, Сырой камень x3, Твёрдая микстура жизни x1, Редкий свиток рецепта #32 x1
[550] Кузница стаи: Яростный шлем -> Яростный шлем x1 | Станция: forge | Уровень: 25 | Нужно: Яростный шлем x1, Крепкий корень x3, Удачливая микстура энергии x1, Старинный чертёж #33 x1
[551] Кузница стаи: Стальной доспех -> Стальной доспех x1 | Станция: forge | Уровень: 25 | Нужно: Стальной доспех x1, Сухой лист x3, Теневая настойка x1, Охотничий манускрипт #34 x1
[552] Кузница стаи: Скалистые наручи -> Скалистые наручи x1 | Станция: forge | Уровень: 26 | Нужно: Скалистые наручи x1, Тонкий слиток x3, Временная сыворотка x1, Кузнечный кодекс #35 x1
[553] Кузница стаи: Ловкие поножи -> Ловкие поножи x1 | Станция: forge | Уровень: 26 | Нужно: Ловкие поножи x1, Шероховатый клык x3, Малая эссенция x1, Алхимический рецепт #36 x1
[554] Кузница стаи: Тотемный амулет -> Тотемный амулет x1 | Станция: forge | Уровень: 27 | Нужно: Тотемный амулет x1, Чистый кристалл x3, Средняя капсула x1, Лунный свиток рецепта #37 x1
[555] Кузница стаи: Лунный шлем №1 -> Лунный шлем №1 x1 | Станция: forge | Уровень: 27 | Нужно: Охотничий шлем x1, Лунная пластина x3, Большая микстура жизни x1, Буревой чертёж #38 x1
[556] Кузница стаи: Яростные наручи №2 -> Яростные наручи №2 x1 | Станция: forge | Уровень: 28 | Нужно: Боевой доспех x1, Янтарный шкура x3, Точная микстура энергии x1, Тотемный манускрипт #39 x1
[557] Кузница стаи: Багряный амулет №3 -> Багряный амулет №3 x1 | Станция: forge | Уровень: 28 | Нужно: Теневые наручи x1, Буревой нить x3, Яростная настойка x1, Тайный кодекс #40 x1
[558] Кузница стаи: Штормовой плащ №4 -> Штормовой плащ №4 x1 | Станция: forge | Уровень: 29 | Нужно: Грозовые поножи x1, Дикяя пыль x3, Лёгкая сыворотка x1, Черновой рецепт #41 x1
[559] Кузница стаи: Тотемные перчатки №5 -> Тотемные перчатки №5 x1 | Станция: forge | Уровень: 29 | Нужно: Лунный амулет x1, Сырой камень x3, Твёрдая эссенция x1, Редкий свиток рецепта #42 x1
